Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPXQL88,Grand Plaza - Solar - QLD,QLD,2.3909,4118,Solar,23/01/2024,Unsuspended,0,n/a
SRPXNSR5,SCHO005-Solar-NSW,NSW,0.1202,2762,Solar,23/01/2024,Unsuspended,0,n/a
SRPXNSR8,SCHO006-Solar-NSW,NSW,0.1403,2762,Solar,23/01/2024,Unsuspended,0,n/a
SRPXNSR9,SCHO007-Solar-NSW,NSW,0.1502,2762,Solar,23/01/2024,Unsuspended,0,n/a
SRPVWAK0,Bluebird-Solar-WA,WA,12.3606,6642,Solar,24/01/2024,Unsuspended,0,n/a
SRPXQL90,Gilston Rd & New St Nerang - Solar - QLD,QLD,0.5041,4211,Solar,24/01/2024,Unsuspended,0,n/a
SRPXQL91,Logan Rd Upper Mount Gravatt - Solar - QLD,QLD,0.3461,4122,Solar,24/01/2024,Unsuspended,0,n/a
SRPXNST0,MWSC Microgrid - Solar - NSW,NSW,0.3514,2647,Solar,25/01/2024,Unsuspended,0,n/a
SRPXNST3,"358 Chisholm Rd, Auburn - Solar w SGU - NSW",NSW,0.2042,2144,Solar,29/01/2024,Unsuspended,0,n/a
SRPXNSS5,Cooke's Truck Tyre Centre - Solar w SGU - South Nowra - NSW,NSW,0.1795,2541,Solar,29/01/2024,Unsuspended,0,n/a
SRPXNST2,Bentinck St Bathurst - Solar w SGU- NSW,NSW,0.6011,2795,Solar,30/01/2024,Unsuspended,0,n/a
SRPVWAK2,Norseman Renewable Energy Facility - Solar - WA,WA,0.7651,6443,Solar,30/01/2024,Unsuspended,0,n/a
SRPXNST4,COCHLEAR LANE COVE CARPORT - SOLAR - NSW,NSW,0.4382,2066,Solar,2/02/2024,Unsuspended,0,n/a
SRPXVCH1,Greentech 4 Solar Farm & BESS - Solar - VIC,VIC,7.02,3465,Solar,2/02/2024,Unsuspended,0,n/a
SRPXNST1,Cootamundra Solar Farm - Solar - NSW,NSW,5.8386,2590,Solar,8/02/2024,Unsuspended,0,n/a
WD00SA23,Goyder South Wind Farm 1A - Wind - SA,SA,200.982,5417,Wind,11/02/2024,Unsuspended,0,n/a
SRPXVCH0,Greentech 1 Solar Farm & BESS - Solar - VIC,VIC,7.02,3385,Solar,12/02/2024,Unsuspended,0,n/a
SRPVSAU1,Xavier College - Solar with SGU - SA,SA,0.2299,5501,Solar,13/02/2024,Unsuspended,0,n/a
WD00WA27,Moora Energy Windfarm - Wind - WA,WA,3.6,6507,Wind,14/02/2024,Unsuspended,0,n/a
SRPXNST6,MUR THAI FOOD CO PTY LTD - Solar w SGU - NSW,NSW,0.1966,2566,Solar,15/02/2024,Unsuspended,0,n/a
SRPVTA20,Americold Wivenhoe - Solar w SGU - TAS,TAS,1.1125,7320,Solar,20/02/2024,Unsuspended,0,n/a
SRPVWAK3,Bigbell-Solar-WA,WA,4.2575,6640,Solar,20/02/2024,Unsuspended,0,n/a
SRPXQL89,LAVA BLUE (BRIS) - SOLAR - QLD,QLD,0.1746,4161,Solar,21/02/2024,Unsuspended,0,n/a
SRPXNST5,AMYSON - Solar w SGU - NSW,NSW,0.2001,2164,Solar,24/02/2024,Unsuspended,0,n/a
HYMCVC12,Preston Mini Hydro - VIC,VIC,2,3073,Hydro,26/02/2024,Unsuspended,0,n/a
SRPXVCJ9,Winneke Water Treatment Plant - Solar - VIC,VIC,9.5395,3775,Solar,26/02/2024,Unsuspended,0,n/a
SRPXNST7,Agile Energy - Centuria8Central - 323kW - Solar w SGU - NSW,NSW,0.3232,2015,Solar,27/02/2024,Unsuspended,0,n/a
SRPXQL93,Agile Energy - CromwellWSF158kW Solar wSGU - QLD,QLD,0.1579,4006,Solar,27/02/2024,Unsuspended,0,n/a
SRPXVCK1,Agile Energy CC Docklands 140kW SolarwSGU - VIC,VIC,0.1406,3008,Solar,27/02/2024,Unsuspended,0,n/a
SRPXNST8,Wideline Newbridge Road - Solar wSGU - NSW,NSW,0.406,2261,Solar,27/02/2024,Unsuspended,0,n/a
SRPXVCK2,Woolworths Bayswater 3141 - Solar - VIC,VIC,0.2484,3153,Solar,27/02/2024,Unsuspended,0,n/a
SRPXQL94,Yeppoon Sewerage Treatment Plant - Solar - QLD,QLD,0.5502,4703,Solar,27/02/2024,Unsuspended,0,n/a
SRPXNST9,Fresenius Smithfield - Solar w SGU - NSW,NSW,0.2899,2164,Solar,1/03/2024,Unsuspended,0,n/a
SRPVWAK4,Australia Post: Perth PDC - Solar - WA,WA,0.8006,6106,Solar,4/03/2024,Unsuspended,0,n/a
SRPXVCK4,Somerton Pump Station - Solar - VIC,VIC,0.1536,3048,Solar,4/03/2024,Unsuspended,0,n/a
SRPXQL95,Lindsay Australia Acacia Ridge - Solar - QLD,QLD,0.4399,4110,Solar,5/03/2024,Unsuspended,0,n/a
SRPXNSU0,Lindsay Australia Erskine Park - Solar w SGU - NSW,NSW,0.5351,2759,Solar,6/03/2024,Unsuspended,0,n/a
SRPXQL96,Lindsay Australia Mareeba - Solar- QLD,QLD,0.1478,4880,Solar,6/03/2024,Unsuspended,0,n/a
SRPXVCK6,Goodman IMAG - Solar - VIC,VIC,0.4001,3029,Solar,8/03/2024,Unsuspended,0,n/a
SRPXVCK7,Goodman Lot 12 Logistics Drive - Solar - VIC,VIC,0.45,3029,Solar,8/03/2024,Unsuspended,0,n/a
SRPXVCK9,Goodman Nursery Avenue - Solar w SGU - VIC,VIC,0.2,3169,Solar,8/03/2024,Unsuspended,0,n/a
SRPXVCK8,Goodman Port Melbourne Store E - Solar - VIC,VIC,0.25,3207,Solar,8/03/2024,Unsuspended,0,n/a
SRPXNSU1,Goodman Roberts DC Australia Post - Solar w SGU - NSW,NSW,0.2,2190,Solar,8/03/2024,Unsuspended,0,n/a
SRPVWAK5,Springs SC - Solar - WA,WA,0.2871,6063,Solar,12/03/2024,Unsuspended,0,n/a
SRPXNSU2,Galintel Coffs Harbour - Solar w SGU - NSW,NSW,0.4,2450,Solar,13/03/2024,Unsuspended,0,n/a
SRPXQL98,Blenners Transport TULLY - Solar w SGU - QLD,QLD,0.1995,4854,Solar,14/03/2024,Unsuspended,0,n/a
SRPXQL99,Retail First Sunnybank Plaza-Solar-QLD,QLD,0.7005,4109,Solar,14/03/2024,Unsuspended,0,n/a
SRPXNSU3,Rosehill Asphalt Plant - Solar w SGU - NSW,NSW,0.3508,2142,Solar,14/03/2024,Unsuspended,0,n/a
SRPXQL97,Ruxdale - Solar w SGU - QLD,QLD,0.2743,4670,Solar,14/03/2024,Unsuspended,0,n/a
SRPVWAK6,BF MALAGA - SOLAR w SGU - WA,WA,0.2165,6090,Solar,15/03/2024,Unsuspended,0,n/a
SRPXNSP7,Wellington North Solar Farm Pty Ltd - Solar - NSW,NSW,425.068,2820,Solar,18/03/2024,Unsuspended,0,n/a
SRPXVCL0,JCs Quality Foods - Solar wSGU - VIC,VIC,0.1944,3180,Solar,19/03/2024,Unsuspended,0,n/a
SRPVWAK7,Marketlane Subiaco - Solar- WA,WA,0.1251,6008,Solar,21/03/2024,Unsuspended,0,n/a
SRPVNT79,BF DARWIN - SOLAR - NT,NT,0.252,0822,Solar,5/04/2024,Unsuspended,0,n/a
SRPVSAV7,BF GILLMAN - SOLAR w SGU - SA,SA,0.3467,5013,Solar,5/04/2024,Unsuspended,0,n/a
SRPXQLA2,BF KUNDA PARK - SOLAR w SGU - QLD,QLD,0.2262,4556,Solar,5/04/2024,Unsuspended,0,n/a
SRPXVCL2,BF PORT MELBOURNE - SOLAR w SGU - VIC,VIC,0.1958,3207,Solar,5/04/2024,Unsuspended,0,n/a
SRPXQLA4,BF ROCKHAMPTON - SOLAR w SGU - QLD,QLD,0.303,4702,Solar,5/04/2024,Unsuspended,0,n/a
SRPXNSU6,BF WOLLONGONG - SOLAR w SGU - NSW,NSW,0.153,2527,Solar,5/04/2024,Unsuspended,0,n/a
SRPXQLA3,BF YATALA - SOLAR w SGU - QLD,QLD,0.3788,4207,Solar,5/04/2024,Unsuspended,0,n/a
SRPVWAK9,Advantage - Solar - WA,WA,0.4998,6155,Solar,8/04/2024,Unsuspended,0,n/a
SRPXVCL1,Rowville Terminal Station - Solar - VIC,VIC,1.1248,3178,Solar,8/04/2024,Unsuspended,0,n/a
SRPXQLA5,AU157 - 33 Goodman Pl - Solar - QLD,QLD,0.9731,4172,Solar,9/04/2024,Unsuspended,0,n/a
SRPXVCL3,Dingley Village Hotel - Solar - VIC,VIC,0.1991,3172,Solar,10/04/2024,Unsuspended,0,n/a
SRPXVCL4,OLERS - Resource - Solar - VIC,VIC,0.8443,3026,Solar,10/04/2024,Unsuspended,0,n/a
SRPXQLA6,Caloundra Village - Solar - QLD,QLD,0.15,4551,Solar,11/04/2024,Unsuspended,0,n/a
SRPXVCJ8,HOA - Solar w SGU - VIC,VIC,0.2001,3170,Solar,12/04/2024,Unsuspended,0,n/a
SRPXNSU8,Woolworths DC Moorebank NDC - Solar - NSW,NSW,1.7802,2170,Solar,12/04/2024,Unsuspended,0,n/a
SRPXQLA7,Woolworths Mossman 2769 - Solar - QLD,QLD,0.3413,4873,Solar,12/04/2024,Unsuspended,0,n/a
SRPXNSV0,139 Hughes Street - Solar - NSW,NSW,0.2926,3644,Solar,15/04/2024,Unsuspended,0,n/a
SRPXNSV1,Nepean Hospital - Solar - NSW,NSW,0.52,2747,Solar,15/04/2024,Unsuspended,0,n/a
SRPXNSU9,WARRIGAL CARE SHELL COVE - Solar w/SGU - NSW,NSW,0.1995,2529,Solar,15/04/2024,Unsuspended,0,n/a
HYMITA12,Cumberland Hydro Project - Mini Hydro - TAS,TAS,1.5787,7469,Hydro,16/04/2024,Unsuspended,0,n/a
SRPXNSV2,Uniplas Wetherill Park - Solar w SGU - NSW,NSW,0.299,2164,Solar,16/04/2024,Unsuspended,0,n/a
SRPXNSV3,GME Winston Hills - Solar w SGU - NSW,NSW,0.6001,2153,Solar,17/04/2024,Unsuspended,0,n/a
SRPXNSV5,Homart Pharmaceuticals - Rydalmere - Solar w SGU - NSW,NSW,0.3916,2116,Solar,17/04/2024,Unsuspended,0,n/a
SRPXNSV4,Woolworths Kellyville 1347 - Solar - NSW,NSW,0.3997,2155,Solar,18/04/2024,Unsuspended,0,n/a
SRPXNSU5,Anderson Dr Beresfield - Solar w SGU - NSW,NSW,0.166,2322,Solar,22/04/2024,Unsuspended,0,n/a
SRPXQLA8,Linfox Willawong - Solar - QLD,QLD,0.7515,4110,Solar,22/04/2024,Unsuspended,0,n/a
SRPXNSV6,Borthistle Rd Gunnedah - Solar w SGU - NSW,NSW,0.2001,2380,Solar,23/04/2024,Unsuspended,0,n/a
SRPVWAK1,Alsco - Solar - WA,WA,0.2145,6155,Solar,24/04/2024,Unsuspended,0,n/a
SRPXVCL7,Jalna Feedlot - Solar w SGU - VIC,VIC,0.243,3213,Solar,24/04/2024,Unsuspended,0,n/a
SRPXVCL6,Mt Zero WTP 96021 - Solar w SGU - VIC,VIC,0.2897,3401,Solar,24/04/2024,Unsuspended,0,n/a
SRPVWAK8,North Star Junction - Solar - WA,WA,117.2701,6721,Solar,24/04/2024,Unsuspended,0,n/a
SRPXVCL5,Ouyen Rural WPS 96018 - Solar w SGU - VIC,VIC,0.1997,3490,Solar,24/04/2024,Unsuspended,0,n/a
SRPXNSV7,Bunnings Campbelltown - Solar - NSW,NSW,0.46,2560,Solar,1/05/2024,Unsuspended,0,n/a
SRPXNSV8,Bunnings Kembla Grange - Solar - NSW,NSW,0.48,2526,Solar,1/05/2024,Unsuspended,0,n/a
SRPXNSV9,Bunnings North Penrith - Solar - NSW,NSW,0.28,2750,Solar,1/05/2024,Unsuspended,0,n/a
SRPXVCL8,Bunnings Traralgon - Solar - VIC,VIC,0.17,3844,Solar,1/05/2024,Unsuspended,0,n/a
SRPVSAV8,Wingfield Asphalt Plant - Solar w SGU - SA,SA,0.1398,5013,Solar,2/05/2024,Unsuspended,0,n/a
SRPXNSW0,Newington College - Solar w SGU - NSW,NSW,0.2508,2048,Solar,7/05/2024,Unsuspended,0,n/a
SRPXNSW1,BOX HILL SHOPPING CENTRER - 624.68 kW Solar w SGU - NSW,NSW,0.6247,2765,Solar,8/05/2024,Unsuspended,0,n/a
SRPXQL92,St Andrews Ipswich Private Hospital-Solar-QLD,QLD,0.2448,4305,Solar,8/05/2024,Unsuspended,0,n/a
SRPXVCL9,MEL8 - SOLAR - VIC,VIC,1.1384,3064,Solar,9/05/2024,Unsuspended,0,n/a
SRPXQLB0,Thunderbox - Solar - QLD,QLD,0.2106,4132,Solar,9/05/2024,Unsuspended,0,n/a
SRPXNSW3,FWLHD Broken Hill Hospital - Solar - NSW,NSW,0.7497,2880,Solar,13/05/2024,Unsuspended,0,n/a
SRPXNSW2,Signature Care Tamworth Community Aged Care - Solar W SGU - NSW,NSW,0.2,2340,Solar,13/05/2024,Unsuspended,0,n/a
SRPXNSW5,Woolworths Ashfield North 1813 - Solar - NSW,NSW,0.3514,2131,Solar,14/05/2024,Unsuspended,0,n/a
SRPXNSW4,EAST CESSNOCK BOWLING CLUB - Solar w SGU - NSW,NSW,0.1997,2325,Solar,15/05/2024,Unsuspended,0,n/a
SRPXNSA4,Agile Energy - Calvary Muswellbrook - 180kW Solar w SGU- NSW,NSW,0.18,2333,Solar,17/05/2024,Unsuspended,0,n/a
SRPVWAL1,Kathleen Valley Power Station - Solar - WA,WA,17.0829,6437,Solar,17/05/2024,Unsuspended,0,n/a
WD00WA28,Kathleen Valley Power Station - Wind - WA,WA,30,6437,Wind,17/05/2024,Unsuspended,0,n/a
SRPVWAL2,Region Group Kalamunda - Solar - WA,WA,0.6902,6076,Solar,17/05/2024,Unsuspended,0,n/a
SRPXQLB2,Murrumba Downs - Solar wSGU - QLD,QLD,0.35,4503,Solar,18/05/2024,Unsuspended,0,n/a
SRPXVCM1,Dexus Nike - Solar W SGU - VIC,VIC,1,3023,Solar,19/05/2024,Unsuspended,0,n/a
SRPXVCM2,RK & JR GORDON - Solar - VIC,VIC,0.102,3568,Solar,20/05/2024,Unsuspended,0,n/a
SRPXNSW6,Uniting Alroy House - Solar w SGU - NSW,NSW,0.1997,2330,Solar,20/05/2024,Unsuspended,0,n/a
SRPXVCM3,BEVCHAIN - SOLAR w SGU - VIC,VIC,0.934,3026,Solar,22/05/2024,Unsuspended,0,n/a
SRPXNSW9,Menangle Race Club - Solar w SGU - NSW,NSW,0.1908,2563,Solar,23/05/2024,Unsuspended,0,n/a
SRPVSAV9,Taminga Phase 1- Solar - SA,SA,0.5454,5010,Solar,24/05/2024,Unsuspended,0,n/a
SRPXNSX0,Woolworths Glendale 1172 - Solar - NSW,NSW,0.4784,2285,Solar,27/05/2024,Unsuspended,0,n/a
SRPXVCK0,Sun Spot 3 Pty Ltd - Solar - Vic,VIC,90.099,3635,Solar,28/05/2024,Unsuspended,0,n/a
SRPXQLA9,HERTZ AIRPORT (BRIS) - SOLAR - QLD,QLD,0.293,4008,Solar,29/05/2024,Unsuspended,0,n/a
SRPXQL31,Minnippi Quarter - Solar w SGU - QLD,QLD,0.199,4152,Solar,29/05/2024,Unsuspended,0,n/a
SRPXNSX2,200B-Solar-NSW,NSW,2.0945,2200,Solar,31/05/2024,Unsuspended,0,n/a
SRPXQLB3,CCA Richlands 2 - Solar w SGU- QLD,QLD,0.2332,4077,Solar,31/05/2024,Unsuspended,0,n/a
SRPXNSX3,Bishop Druitt College - Solar W/SGU - NSW,NSW,0.2108,2450,Solar,3/06/2024,Unsuspended,0,n/a
SRPXNSX4,Collins Transport Eastern Creek - Solar - NSW,NSW,0.4388,2766,Solar,3/06/2024,Unsuspended,0,n/a
SRPVSAV0,DiMauro Group Parabanks Shopping Centre - Solar- SA,SA,0.85,5108,Solar,3/06/2024,Unsuspended,0,n/a
SRPXQLB4,National Cricket Centre - Solar wSGU - Qld,QLD,0.2851,4010,Solar,3/06/2024,Unsuspended,0,n/a
SRPVTA24,Foreshore Hotel - 195.8kW - Solar w SGU - TAS,TAS,0.1958,7021,Solar,4/06/2024,Unsuspended,0,n/a
SRPXNSX5,NSW Ports Enfield H2 Rooftop - Solar - NSW,NSW,0.3387,2136,Solar,4/06/2024,Unsuspended,0,n/a
SRPXQLB5,Southport Sharks - Solar w SGU - QLD,QLD,0.3319,4215,Solar,5/06/2024,Unsuspended,0,n/a
SRPXNSX7,Goodman AU184 Oakdale West EBOS 3C2 - Solar w SGU - NSW,NSW,0.5,2178,Solar,6/06/2024,Unsuspended,0,n/a
SRPXVCM5,Manningham Civic Centre - Solar wSGU - VIC,VIC,0.205,3108,Solar,7/06/2024,Unsuspended,0,n/a
SRPXVCM6,Melbourne Gateway Facility - Solar - VIC,VIC,0.1996,3045,Solar,7/06/2024,Unsuspended,0,n/a
SRPVWAL4,PAMS Newman - Solar - WA,WA,0.1508,6753,Solar,10/06/2024,Unsuspended,0,n/a
SRPXNSX1,Clean Peak Energy - Huntingwood- Solar - NSW,NSW,4.0104,2148,Solar,11/06/2024,Unsuspended,0,n/a
SRPVWAL3,Waikiki - Solar - WA,WA,0.1996,6169,Solar,11/06/2024,Unsuspended,0,n/a
SRPXNSX8,Dural Baptist Church - Solar - NSW,NSW,0.2416,2158,Solar,12/06/2024,Unsuspended,0,n/a
SRPXQLB6,Maryborough Community Aged Care - Solar w SGU - QLD,QLD,0.1998,4650,Solar,12/06/2024,Unsuspended,0,n/a
WD00VC50,Hawkesdale Wind Farm - Wind - Vic,VIC,96.6,3287,Wind,13/06/2024,Unsuspended,0,n/a
SRPXNSX9,SANDVIK ORANGE - SOLAR - NSW,NSW,0.1496,2800,Solar,14/06/2024,Unsuspended,0,n/a
SRPVQLV3,Strathpine Shopping Square - Solar - QLD,QLD,0.4221,4500,Solar,18/06/2024,Unsuspended,0,n/a
SRPVVCS9,Bunnings Vermont South - Solar - VIC,VIC,0.185,3133,Solar,19/06/2024,Unsuspended,0,n/a
SRPVVCU7,7 CALLISTER - SOLAR w SGU - VIC,VIC,0.1525,3064,Solar,20/06/2024,Unsuspended,0,n/a
SRPXVC47,7A CALLISTER - SOLAR w SGU - VIC,VIC,0.4171,3064,Solar,20/06/2024,Unsuspended,0,n/a
SRPVVCU5,Lenne's Orchards Coolstore Armona - Solar w SGU - VIC,VIC,0.1892,3629,Solar,20/06/2024,Unsuspended,0,n/a
SRPVWAB6,Woolworths Clarkson 4431 - Solar - WA,WA,0.4122,6030,Solar,20/06/2024,Unsuspended,0,n/a
SRPXQLB8,Ashmore Shopping Centre - Solar w SGU - QLD,QLD,0.3998,4214,Solar,21/06/2024,Unsuspended,0,n/a
SRPVNST2,CSR Gyprock Wetherill Park - Solar - NSW,NSW,2.0017,2164,Solar,24/06/2024,Unsuspended,0,n/a
SRPXVCM4,Girgarre Solar Farm - Solar - VIC,VIC,93.4853,3624,Solar,25/06/2024,Unsuspended,0,n/a
SRPVNSY2,Gosford Hospital - Solar -NSW,NSW,1.2006,2250,Solar,25/06/2024,Unsuspended,0,n/a
SRPXNSY0,CHARTER HALL-ROOTYHILL 1-SOLAR-W SGU-NSW,NSW,0.2497,2766,Solar,26/06/2024,Unsuspended,0,n/a
SRPXNSY1,CHARTER HALL-ROOTYHILL 2-SOLAR-W SGU-NSW,NSW,0.2502,2766,Solar,26/06/2024,Unsuspended,0,n/a
SRPXVC48,Glass Expansion - Solar - VIC,VIC,0.3001,3207,Solar,26/06/2024,Unsuspended,0,n/a
SRPVQLY4,Macgregor Home Centre - Solar _ PV w/SGU - QLD,QLD,0.5374,4109,Solar,28/06/2024,Unsuspended,0,n/a
WD00VC49,Ryan Corner Wind Farm - Wind - Vic,VIC,218.4,3284,Wind,1/07/2024,Unsuspended,0,n/a
SRPXNS05,Opal Cove Korora - Solar w SGU - NSW,NSW,0.2387,2450,Solar,2/07/2024,Unsuspended,0,n/a
SRPXNS43,Schwartz Family Solar farm No 2 - Solar - NSW,NSW,6.552,2325,Solar,3/07/2024,Unsuspended,0,n/a
SRPVNSZ9,Sydney Lambs Pty Ltd - Solar w SGU - NSW,NSW,0.1596,2140,Solar,4/07/2024,Unsuspended,0,n/a
SRPXQLB9,Capestone Blvd & Napier - Solar w SGU - QLD,QLD,0.5203,4509,Solar,8/07/2024,Unsuspended,0,n/a
SRPXQLC1,Collinsville Water Treatment Plant - Solar - QLD,QLD,0.2527,4804,Solar,8/07/2024,Unsuspended,0,n/a
SRPXQLC0,Harbourside Woree - Solar w SGU - QLD,QLD,0.1461,4868,Solar,8/07/2024,Unsuspended,0,n/a
SRPVSAJ5,Agile Energy RFSA - 250kW Solar - SA,SA,0.251,5084,Solar,10/07/2024,Unsuspended,0,n/a
SRPXNSA5,Barooga Sports Club - Solar w SGU - NSW,NSW,0.3021,3644,Solar,10/07/2024,Unsuspended,0,n/a
SRPVWAB5,Karratha Depot - Solar PV - WA,WA,0.189,6714,Solar,10/07/2024,Unsuspended,0,n/a
SRPXVC49,METCASH - SOLAR - VIC,VIC,2.7007,3024,Solar,10/07/2024,Unsuspended,0,n/a
SRPXNS85,Narromine Renewable Energy Project - Solar - NSW,NSW,6.7399,2821,Solar,10/07/2024,Unsuspended,0,n/a
SRPVWAJ9,Lakelands Shopping Centre - Solar - WA,WA,0.2994,6180,Solar,11/07/2024,Unsuspended,0,n/a
SRPXQLC2,"Endeavour Blvd, North Lakes - Solar - QLD",QLD,0.2705,4509,Solar,12/07/2024,Unsuspended,0,n/a
SRPXQLC3,Morayfield Super Centre - Solar w SGU - QLD,QLD,0.1991,4506,Solar,12/07/2024,Unsuspended,0,n/a
SRPXQLC4,OZLEMFOODSWA-SOLAR w SGU-QLD,QLD,0.4429,4207,Solar,12/07/2024,Unsuspended,0,n/a
SRPVWAL7,FREDERICK IRWIN ANGLICAN SCHOOL - Solar - WA,WA,0.2566,6210,Solar,16/07/2024,Unsuspended,0,n/a
SRPVSAJ4,Nippys Moorook - Solar - SA,SA,0.4998,5332,Solar,16/07/2024,Unsuspended,0,n/a
SRPXQLC6,Wongaburra Society - Solar- QLD,QLD,0.3581,4285,Solar,16/07/2024,Unsuspended,0,n/a
SRPXVC98,Brooklyn Depot - Solar - VIC,VIC,1.2495,3012,Solar,17/07/2024,Unsuspended,0,n/a
SRPXVC97,Newstead Solar Farm - Solar - VIC,VIC,2.841,3462,Solar,19/07/2024,Unsuspended,0,n/a
SRPXNSF0,Rapid Plus - Solar w SGU - NSW,NSW,0.8775,2340,Solar,19/07/2024,Unsuspended,0,n/a
SRPXQLC7,CHARTER HALL-WACOL-SOLAR-W SGU-QLD,QLD,0.2335,4076,Solar,21/07/2024,Unsuspended,0,n/a
SRPXNSY2,AU870 Interchange Park 8 Interchange Dr - Solar w SGU - NSW,NSW,0.4853,2766,Solar,22/07/2024,Unsuspended,0,n/a
SRPVSAW2,Prince Alfred College - Solar w SGU - SA,SA,0.2,5067,Solar,22/07/2024,Unsuspended,0,n/a
SRPXVC62,Bostocks Creek - Solar - VIC,VIC,6.4116,3260,Solar,23/07/2024,Unsuspended,0,n/a
SRPXNSY3,Greenhill Mushrooms - Solar w SGU - NSW,NSW,0.2994,2178,Solar,23/07/2024,Unsuspended,0,n/a
SRPVWAL6,Yiramalay Studio School-Solar-WA,WA,0.363,6728,Solar,23/07/2024,Unsuspended,0,n/a
SRPXNSY4,Al Noori Muslim School - Solar - NSW,NSW,0.7023,2190,Solar,24/07/2024,Unsuspended,0,n/a
SRPXNSY6,AGRIGHT GRIFFITH - Solar - NSW,NSW,3.9798,2652,Solar,25/07/2024,Unsuspended,0,n/a
SRPXQLC8,Cronos Steel - Solar w SGU - QLD,QLD,0.174,4131,Solar,26/07/2024,Unsuspended,0,n/a
SRPXNSY7,Bunnings Seven Hills - Solar - NSW,NSW,0.37,2147,Solar,29/07/2024,Unsuspended,0,n/a
SRPXVCM7,Caron Labs - Solar W SGU - VIC,VIC,0.1403,3215,Solar,29/07/2024,Unsuspended,0,n/a
SRPXQLC9,Duckworth St Garbutt - Solar - QLD,QLD,0.424,4814,Solar,29/07/2024,Unsuspended,0,n/a
SRPXNSY9,Rosebery Engine Yards - Solar - NSW,NSW,0.25,2018,Solar,30/07/2024,Unsuspended,0,n/a
SRPVAC43,BF HUME - SOLAR - ACT,ACT,0.2521,2620,Solar,31/07/2024,Unsuspended,0,n/a
SRPXVCM8,Walpole Dairy - Solar wSGU - VIC,VIC,0.1996,3638,Solar,2/08/2024,Unsuspended,0,n/a
SRPVSAW1,Agile Energy - CenturiaF&W - 200kW - Solar w SGU - SA,SA,0.1996,5000,Solar,5/08/2024,Unsuspended,0,n/a
SRPXQLC5,Agile Energy - Robina35TCD - 157kW - Solar w SGU - QLD,QLD,0.1569,4226,Solar,5/08/2024,Unsuspended,0,n/a
WD00NS23,Crookwell 3 Wind Farm - Wind - NSW,NSW,57.6,2580,Wind,5/08/2024,Unsuspended,0,n/a
SRPXNSY8,Warrawong-Solar-NSW,NSW,0.528,2502,Solar,5/08/2024,Unsuspended,0,n/a
SRPXVCM9,Woolworths Ararat 3164 - Solar - VIC,VIC,0.2374,3377,Solar,6/08/2024,Unsuspended,0,n/a
SRPXVCN0,"Eumemmerring(Unit 3, 4A, 4B) - Solar w SGU - VIC",VIC,0.9004,3175,Solar,7/08/2024,Unsuspended,0,n/a
SRPVWAL9,Region Group Stirlings Central - Solar - WA,WA,0.7588,6530,Solar,8/08/2024,Unsuspended,0,n/a
SRPXVCN2,Frasers IVE - Solar w SGU - VIC,VIC,0.5004,3195,Solar,9/08/2024,Unsuspended,0,n/a
SRPXVCN1,"Taylors Road, Dandenong South - Solar - VIC",VIC,1.5,3175,Solar,9/08/2024,Unsuspended,0,n/a
SRPXNSZ3,Bunnings Tuggerah - Solar - NSW,NSW,0.24,2259,Solar,13/08/2024,Unsuspended,0,n/a
SRPXNSK2,Coffs Central - Solar w SGU - NSW,NSW,0.3031,2450,Solar,13/08/2024,Unsuspended,0,n/a
SRPVSAW5,Morgan Sawmill - Solar w SGU - SA,SA,0.1985,5491,Solar,13/08/2024,Unsuspended,0,n/a
SRPXQL36,AU918 Redbank Bapcor - Solar - QLD,QLD,1.7995,4301,Solar,14/08/2024,Unsuspended,0,n/a
SRPXQLD1,CSIRO - Pullenvale - Solar - QLD,QLD,0.7608,4069,Solar,15/08/2024,Unsuspended,0,n/a
SRPXQLD0,LOREAL - SOLAR w SGU - QLD,QLD,0.3476,4301,Solar,15/08/2024,Unsuspended,0,n/a
SRPVWAL8,Cunderdin Hybrid PV Solar and BESS - Solar - WA,WA,127.932,6407,Solar,19/08/2024,Unsuspended,0,n/a
SRPVWAM0,Eagle Bay Brewing - Solar WSGU - WA,WA,0.1429,6281,Solar,19/08/2024,Unsuspended,0,n/a
SRPVWAM1,NSR Porphyry Mine 1 - Solar - WA,WA,4.455,6431,Solar,19/08/2024,Unsuspended,0,n/a
SRPXNSY5,Redmud Green Energy 149 Pty Ltd - Solar- NSW,NSW,6.357,2341,Solar,19/08/2024,Unsuspended,0,n/a
SRPVAC45,Belconnen Market - Solar w SGU - ACT,ACT,0.5396,2617,Solar,20/08/2024,Unsuspended,0,n/a
SRPVAC44,CSIRO - Solar - ACT,ACT,1.2689,2620,Solar,20/08/2024,Unsuspended,0,n/a
SRPXNSG9,Frenchs Forest - Solar w SGU - NSW,NSW,0.2574,2086,Solar,20/08/2024,Unsuspended,0,n/a
SRPVSAW6,Mannum Solar and BESS - Solar - SA,SA,5.08,5238,Solar,20/08/2024,Unsuspended,0,n/a
SRPXVCN3,Bunnings Pakenham - Solar - VIC,VIC,0.29,3810,Solar,21/08/2024,Unsuspended,0,n/a
SRPXQLD2,DHLS33 Global Forwarding Project Lawson - Solar w SGU - QLD,QLD,0.1701,4008,Solar,21/08/2024,Unsuspended,0,n/a
